City,State,Title,Address,Phone,Website,Rating,Rating_Count,Category,Scraped_Email,Scraped_Phone,Facebook_URL,Instagram_URL,LinkedIn_URL,YouTube_URL
Coimbatore,Tamil Nadu,Enrich Money - Coimbatore,"1st floor 381, Bharathiyar Rd New Siddhapudur, Gandhipuram, Coimbatore, Tamil Nadu 641044",090425 88324,https://enrichmoney.in/,4.5,41.0,Stock broker,grievances@enrichmoney.in,6021400785,https://www.facebook.com/Enrichmoney,https://www.instagram.com/enrichmoneyofficial/,https://www.linkedin.com/company/enrichmoney/,https://www.youtube.com/watch?v=x9SzEPqKsew
Coimbatore,Tamil Nadu,Mirae Asset Sharekhan - Branch Race Course Road,"Cowcoody Chambers, No 234A, Race Course Rd, Gopalapuram, Coimbatore, Tamil Nadu 641018",080 6919 6215,https://stockbroker-branch.sharekhan.com/mirae-asset-sharekhan-branch-race-course-road-coimbatore-branch-stock-broker-race-course-road-coimbatore-7033/Home,4.6,104.0,Stock broker,selvaraj@bp.sharekhan.com,+918069196215,https://www.facebook.com/364052350736885,https://www.instagram.com/sharekhan/,,https://www.youtube.com/user/SHAREKHAN
Coimbatore,Tamil Nadu,Daily Gong Financial Services Ltd,"No: 112, 3rd Floor, Dr Rajendra Prasad Rd, behind Kalyan Jewellers, 5th Street Extension, Gandhipuram, Tamil Nadu 641012",097912 68866,,4.7,336.0,Stock broker,,,,,,
Coimbatore,Tamil Nadu,Knowledge Vibes Academy,"No 4, Om Ganesh Nagar, Vadavalli, Tamil Nadu 641041",063838 43638,https://knowledgevibes.in/?utm_source=google&utm_medium=gmb&utm_campaign=website_content&utm_id=knowledgevibes,4.8,143.0,Coaching Center,,6666666666,https://www.facebook.com/knowledgevibes/,https://www.instagram.com/knowledgevibesacademy/,https://www.linkedin.com/company/knowledge-vibes-academy/,https://www.youtube.com/channel/UC7-VvT8zO0W9oTpCOsFjKaw
Coimbatore,Tamil Nadu,Angel One Ltd. - Karthikprabu T,"1st Floor, Subbu Complex, No 203, Thadagam Main Rd, Near Milk Company, R.S. Puram, Coimbatore, Tamil Nadu 641002",080 3760 3735,https://stockbroker.angelone.in/angel-one-ltd-karthikprabu-t-stock-broker-rs-puram-coimbatore-386287/Home?utm_source=locator&utm_medium=googleplaces,4.9,140.0,Stock broker,senthamaraitrade@gmail.com,7111022354,https://www.facebook.com/711102235420660,,,
Madurai,Tamil Nadu,ICFM Madurai - Stock Market Institute,"Apollo Pharmacy Upstairs, ICFM - Stock Market Institute, 81, Alagar Kovil Main Rd, Surveyor Colony, Kodikulam, Madurai, Tamil Nadu 625007",098188 80568,,4.9,18.0,Educational institution,,,,,,
Madurai,Tamil Nadu,TradingTimesAcademy,,093631 12163,https://www.tradingtimesacademy.com/,5.0,11.0,Education center,tradingtimesofficial@gmail.com,9193631121,https://www.facebook.com/share/1Gr4nUbUuN/,https://www.instagram.com/ashokfintech?utm_source=qr&amp;igsh=MWhiMnk3aXU1a3A4eA==,,
Madurai,Tamil Nadu,Hpf Training Academy,"No.180 2nd Floor, N Veli St, Madurai, Tamil Nadu 625001",0452 426 8153,http://www.hpftrainingacademy.com/,4.8,8.0,Educational institution,hpftrainingacademy@gmail.com,+91 8148512346,https://www.facebook.com/share/1Cm9bzSPnu/?mibextid=wwXIfr,https://www.instagram.com/hpftrainingacademy?igsi=M2doNGZkOXJvOXkx,,
Madurai,Tamil Nadu,PROFIT TRADING ACADEMY,"26 B, Krishna St, Villapuram, Madurai, Tamil Nadu 625012",072008 90901,https://chat.whatsapp.com/Bp43wsKlbtgIKTgo4gwnCu,4.9,41.0,Training center,,6475884440,https://www.facebook.com/profile.php?id=100064758844406,https://www.instagram.com/whatsapp/?hl=en,,https://www.youtube.com/channel/UCAuerig2N-RZWJT8x75V9yw
Madurai,Tamil Nadu,Urban Trading,"KFC, 25/3, Ram Nagar, Bypass Rd, opposite Madurai, 7th Street, Tamil Nadu 625016",086800 94009,http://urbantrading.in/,5.0,12.0,Training center,info@wethreee.com,6504697064,,,,
Madurai,Tamil Nadu,Profit Centre,"1st Floor Akil Plaza, 1, P & T Nagar Main Rd, near Bala mandiram school, Cs Nagar, Madurai, Tamil Nadu 625014",072008 70056,https://profitcentre.ltd/,4.9,19.0,Investment service,,,,,,
Madurai,Tamil Nadu,Conti Trainers,"430/2, Pratika Complex, Pandiyan St, Alagappan Nagar, Lakshmi Rd, Madurai, Tamil Nadu 625003",078458 28608,http://contitrainers.com/,5.0,20.0,Training center,,,,,,
Madurai,Tamil Nadu,"Trade Max Academy | Stock Market Trading Courses in Kochi, Kerala","Samskara Junction, Palarivattom, Kochi, Kerala 682025",098958 22500,https://www.trademaxacademy.com/,4.9,1700.0,Educational institution,,8909475587,https://www.facebook.com/profile.php?id=100083635306341,https://www.instagram.com/trademaxacademy?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://in.linkedin.com/company/trading-companyclub,https://www.youtube.com/@trademaxacademy
Madurai,Tamil Nadu,AnA Academy,"21, Alavukara Street, South Masi Street, Madurai, Tamil Nadu 625016",094893 82180,https://anaacademy.in/,5.0,19.0,Educational institution,,,,,,
Madurai,Tamil Nadu,Shankar IAS Academy Madurai,"2nd Floor, B Mall super market, Plot no:409, Church Rd, Madurai, Tamil Nadu 625020",097896 22555,https://www.shankariasacademy.com/madurai/,4.5,580.0,Coaching Center,enquiry@shankarias.in,9789622555,https://www.facebook.com/shankariasacademy,https://www.instagram.com/shankariasacademy/,,https://www.youtube.com/c/ShankarIASAcademyVideos
Madurai,Tamil Nadu,FORTUNE ACADEMY,"V3XR C33, Pykara, Tamil Nadu 625004",091591 41116,,4.7,15.0,Coaching Center,,,,,,
Madurai,Tamil Nadu,Wealth Wizard,"Near Om Sadhana Central School,TPM Nagar, Virattipathu, HMS Colony, Ponmeni, Madurai, Tamil Nadu 625016",098421 99974,,4.8,6.0,Coaching Center,,,,,,
Madurai,Tamil Nadu,ARC Trades - Stock Market Training,"72, 60 Feet Rd, Old Madiwala, Jay Bheema Nagar, Bengaluru, Karnataka 560068",077083 28422,https://arctrades.in/,5.0,54.0,Training center,ARC@ARCTRADES.IN,8835218587,https://www.facebook.com/share/165ZyPZbUh/,https://www.instagram.com/arc__trades/,https://www.linkedin.com/in/rakesh-r-8b836a21b?utm_source=share&amp;utm_campaign=share_via&amp;utm_content=profile&amp;utm_medium=android_app,https://www.youtube.com/@arctrades-r8?si=vlXtOoXG13Ukq1Uk
Madurai,Tamil Nadu,IELTS ONLINE TRAINING,"16,B, VOC St, KK Nagar, Madurai, Tamil Nadu 625020",094422 44270,https://www.youtube.com/@globaltalks7113,4.6,19.0,Educational institution,shanmugapriyaeee@gmail.com,8880000000,,,,https://www.youtube.com/s/desktop/dc4e66d7/img/favicon.ico
Madurai,Tamil Nadu,Universe Trading Academy,"A20, AYYANAR COLONY 2ND STREET, opp. THEEKATHIR, OFFICE, Madurai, Tamil Nadu 625018",097862 78337,,5.0,3.0,Training center,,,,,,
Madurai,Tamil Nadu,Magizhchi Tech Academy,"No17, Vaithiyanadha Iyer Street, Shenoy Nagar, Madurai, Tamil Nadu 625020",079049 96609,https://www.magizhchi.academy/,4.9,264.0,Software Training Institute,,,,,,
Madurai,Tamil Nadu,KALVI INSTITUTE PRIVATE LIMITED - KK Nagar Madurai,"No.134, A.R.Hospital Road, K.K. Nagar, Madurai, Tamil Nadu 625020",095007 10004,https://kalvigroup.com/,4.4,193.0,Training center,helpdesk@kalvigroup.com,+919500710004,,,,
Madurai,Tamil Nadu,Mozhi School of Skills,"No.53, State bank staff first colony, Bypass Rd, Madurai, Tamil Nadu 625016",078670 16306,,4.8,752.0,Training center,,,,,,
Madurai,Tamil Nadu,Alice Blue,"130, Alagar Kovil Main Rd, opp. Chandran Mess, Tallakulam, Madurai, Tamil Nadu 625002",088070 12057,https://aliceblueonline.com/,4.8,995.0,Stock broker,compliance@aliceblueindia.com,9505314005,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Faliceblueonline.com%2Fmarket-mood-index%3Futm_source%3Daliceblue%26utm_medium%3Dwebsite%26utm_campaign%3DMarketing_tools_market_mood_index%26utm_content%3DAliceblue_homepage,https://www.instagram.com/alicebluehq/,https://www.linkedin.com/sharing/share-offsite/?url=https%3A%2F%2Faliceblueonline.com%2Fmarket-mood-index%3Futm_source%3Daliceblue%26utm_medium%3Dwebsite%26utm_campaign%3DMarketing_tools_market_mood_index%26utm_content%3DAliceblue_homepage,https://www.youtube.com/channel/UCrAM1_NV3j5_l8VoukiXv2g
Madurai,Tamil Nadu,Sash Institute,"Plot no. 7, 7A, Kakkan St, opposite to venkateshwara hospital, Shenoy Nagar, Madurai, Tamil Nadu 625020",098421 89848,https://www.sashinstitute.in/,5.0,1600.0,Coaching Center,,+919842189848,https://www.facebook.com/SashInstitute,,,
Madurai,Tamil Nadu,Mahalingam Money,"27/16, 3rd Cross Street, Bypass Rd, Extn, Durai Samy Nagar, Madurai, Tamil Nadu 625016",099442 15674,,5.0,466.0,Investment service,,,,,,
Madurai,Tamil Nadu,"Nifty Trading Academy - Share Market Training Institute in Surat, India","Rupali, Vasudev Arcade, 202/3/4, Vesu Canal Rd, nr. Raj Empire, Bhatar, Surat, Gujarat 395001",097247 95247,https://www.niftytradingacademy.com/,4.5,113.0,Online Share Trading Center,niftytradingacademy@ymail.com,6243298224,https://www.facebook.com/NiftyTradingAcademy,https://www.instagram.com/niftytradingacademy/,https://www.linkedin.com/company/nifty-trading-academy/,https://www.youtube.com/user/niftytradingacademy
Madurai,Tamil Nadu,Halo Design Academy | UI/UX & Graphic Design Course in Madurai with 100% Placement Assistance,"15, Bypass Rd, opp. to Madurai Heart Center, Madurai, Tamil Nadu 625010",088848 40039,http://www.halodesignacademy.com/,4.9,273.0,Training center,info@halodesignacademy.com,,https://www.facebook.com/halodesignacademy,https://www.instagram.com/halodesignacademy/,https://www.linkedin.com/company/halo-design-academy/,https://www.youtube.com/@halodesignacademy
Tiruchirappalli,Tamil Nadu,TRADE WITH ARUN'S TECHNICAL ( TWAT TRICHY ),"9/34-H DKV COMPLEX 3rd main road, 4th Main Rd, Renga Nagar, K K Nagar, K Sathanur, Tiruchirappalli, Tamil Nadu 620021",090437 21889,http://tradewitharuntechnical.graphy.com/,4.9,104.0,Stock broker,,+919043721889,,,,https://www.youtube.com/c/GraphyUniversity
Tiruchirappalli,Tamil Nadu,Chanakya stock market training institute,"SP Arcade, c/o Trichy Coworks, D-54, 9A Cross Rd, Thillai Nagar, Tiruchirappalli, Tamil Nadu 620018",099522 44655,https://chanakyastockmarkettraining.org/,5.0,12.0,Online Share Trading Center,sk@gmail.com,7189542483,https://www.facebook.com/,https://www.instagram.com/,,https://www.youtube.com/@chanakyastockmarkettrainin13
Tiruchirappalli,Tamil Nadu,Sharemarket training trichy,"11, 5th St, Arasu Colony, Edamalaipatti Pudur, Tamil Nadu 620012",093858 54144,,5.0,2.0,Training center,,,,,,
Tiruchirappalli,Tamil Nadu,"Stock Market Box - Classes,Demat and Trading","39, Perumal Kovil St, Woraiyur, Tiruchirappalli, Tamil Nadu 620003",022 6205 4606,https://www.stockmarketbox.com/,,,Stock broker,,,,,,
Tiruchirappalli,Tamil Nadu,Choice Trichy,"Third Floor Femina Shopping Mall, EVR Rd, K K Nagar, Tiruchirappalli, Tamil Nadu 620021",097900 68563,,5.0,4.0,Online Share Trading Center,,,,,,
Tiruchirappalli,Tamil Nadu,AUNIQUE SKILL ACADEMY,"KPS complex, Palakarai, varaganeri, Tiruchirappalli, Tamil Nadu 620008",093612 21453,,5.0,5.0,Coaching Center,,,,,,
Tiruchirappalli,Tamil Nadu,Alice Blue Trichy,"Address: 13 A 1st Floor, Aliceblue - Birds Road Contonment, Melapudur, Sangillyandapuram, Tiruchirappalli, Tamil Nadu 620001",07397 756 437,https://aliceblueonline.com/,4.9,30.0,Stock broker,compliance@aliceblueindia.com,9505314005,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Faliceblueonline.com%2Fmarket-mood-index%3Futm_source%3Daliceblue%26utm_medium%3Dwebsite%26utm_campaign%3DMarketing_tools_market_mood_index%26utm_content%3DAliceblue_homepage,https://www.instagram.com/alicebluehq/,https://www.linkedin.com/sharing/share-offsite/?url=https%3A%2F%2Faliceblueonline.com%2Fmarket-mood-index%3Futm_source%3Daliceblue%26utm_medium%3Dwebsite%26utm_campaign%3DMarketing_tools_market_mood_index%26utm_content%3DAliceblue_homepage,https://www.youtube.com/channel/UCrAM1_NV3j5_l8VoukiXv2g
Tiruchirappalli,Tamil Nadu,Pennant Traders,,063812 23602,https://www.finmansathish.in/,5.0,23.0,Education center,you@example.com,6324890391,https://www.facebook.com/,https://www.instagram.com/pennant_traders.sathish/,https://www.linkedin.com/in/sathish-kannan-907161236/,https://www.youtube.com/channel/UCTGmMKubNWcmtYgSJuOmuZg
Tiruchirappalli,Tamil Nadu,earn commodities,"RMFM PQ7, Tennur, Tiruchirappalli, Tamil Nadu 620018",084281 50150,,5.0,3.0,Online Share Trading Center,,,,,,
Tiruchirappalli,Tamil Nadu,TRADEGENIUZ CAPITAL PVT LTD / TRADING TRAINING ACADEMY,"1st Floor, Sameer towers, Hajiyar St, Anna Nagar, Kumbakonam, Tamil Nadu 612001",087547 61834,http://www.tradegeniuz.com/,4.9,761.0,Training center,support@tradegeniuz.com,6037193579,,https://www.instagram.com/tradegeniuscapitals/?hl=en,,https://www.youtube.com/channel/UCPC-Vq5-fqqnTZzpGiifP2Q
Tiruchirappalli,Tamil Nadu,FOREX TRADING & TRAIN INSTITUTE,"RMGX HHC, Chinna Kadai St, Devathanam, Tiruchirappalli, Tamil Nadu 620002",070102 26452,,5.0,1.0,,,,,,,
Tiruchirappalli,Tamil Nadu,Tamil Trading Spy,"NO.19, 3RD FLOOR, K. BUILDING, K.A, Municipal Office Rd, Tiruppur, Tamil Nadu 641604",095666 76349,http://www.tamiltradingspy.com/,5.0,35.0,Education center,,,,,,
Tiruchirappalli,Tamil Nadu,Angel Broking,"No. 75 E/3, Sri Krishna Enclave, Salai Rd, Thillai Nagar, Tiruchirappalli, Tamil Nadu 620018",098941 72125,,4.5,19.0,Stock broker,,,,,,
Tiruchirappalli,Tamil Nadu,Stock Focus Financial Services Private Ltd.,"D-18/40-1 (Opp Shiva scans 7th Cross East, Thillai Nagar Main Rd, Tiruchirappalli, Tamil Nadu 620018",0431 422 0625,https://www.stockfocusfin.com/,4.9,155.0,Financial planner,info@example.com,,,,,
Tiruchirappalli,Tamil Nadu,Career Mudhra,"No201, 2nd Floor, 7th Cross Rd E, Tennur, Tiruchirappalli, Tamil Nadu 620018",091766 82988,http://www.careermudhra.in/,4.9,42.0,Software Training Institute,,,,,,
Tiruchirappalli,Tamil Nadu,Mirae Asset Sharekhan - Authorised Partner,"No 95E, Chinna Chetty St, Tiruchirappalli, Tamil Nadu 620008",080 6995 5424,https://stockbroker-branch.sharekhan.com/mirae-asset-sharekhan-authorised-partner-manoj-kumar-d-stock-broker-chinnachetty-street-tiruchirappalli-9435/Home?utm_source=locator&utm_medium=googleplaces,4.3,18.0,Stock broker,d@bp.sharekhan.com,6141299337,,https://www.instagram.com/sharekhan/,,https://www.youtube.com/user/SHAREKHAN
Tiruchirappalli,Tamil Nadu,ThinkRich Trading Academy,"4HMQ XXP, musiri pirivu road, chithirapatti, Thuraiyur, Trichy, Tamil Nadu 621010",075025 77954,http://thinkrichtradingacademy.com/,5.0,4.0,Education center,,,,,,
Salem,Tamil Nadu,HS Trade School – Powered by HST Wealth,"4th Floor, RMR Fairlands, Door No.10, Site No.5, Park Road, Fairlands, Salem, Tamil Nadu 636016",088706 94567,https://hstradeschool.com/,4.9,605.0,Education center,your@email.com,6194444829,,,https://in.linkedin.com/in/hariselvan,
Salem,Tamil Nadu,KNOWLEDGE TRADING ACADEMY,"2nd Floor, Jagir, Ammapalayam Main Rd, near to Sona college, Salem, Tamil Nadu 636005",093449 63934,https://linktr.ee/KNOWLEDGE__TRADING__ACADEMY,4.8,91.0,Education center,,9147036205,https://www.facebook.com/share/17627572u7/,,,https://youtube.com/@knowledgetradingacademy?si=sxPSjLjKOgMpLgrh
Salem,Tamil Nadu,Zing Trading Academy,"No 379, 1st Floor, PTG Complex, Trichy Main Rd, near Rajasabari Theatre, Gugai, Salem (M.Corp.), Tamil Nadu 636006",091500 01636,http://www.zingtradingacademy.com/,5.0,31.0,Online Share Trading Center,you@example.com,+919150001636,,,,https://www.youtube.com/@rajcharts
Salem,Tamil Nadu,TRADE TAMILAN SHARE MARKET TRAINING ACADEMY,"Karmegam complex, Junction road, bypass, Thiruvakavundanur, Salem, Tamil Nadu 636005",087786 90602,https://instagram.com/trade_tamilan_?igshid=YmMyMTA2M2Y=,4.7,7.0,Education center,,,,,,
Salem,Tamil Nadu,Commodity School,"Second floor, 37/119, Advaitha Ashram Rd, Fairlands, Salem, Tamil Nadu 636016",090039 29900,https://www.commodityschool.in/,4.0,6.0,Online Share Trading Center,Vn88reisen@gmail.com,7825758947,,,,
Salem,Tamil Nadu,LeTechs,"46, Kamatchi Nagar, Chinna Thirupathi, Tamil Nadu 636008",096267 11222,http://www.letechs.com/,5.0,56.0,Online Share Trading Center,support@letechs.com,9715445699,https://www.facebook.com/LeTechsLtd/,https://www.instagram.com/mani_letechs/,,https://www.youtube.com/letechs
Salem,Tamil Nadu,The Invest Guru,"Vasantham super market upstairs, sakthi complex, 70, Cherry Rd, near Bharathi super market, Hasthampatti, Salem (M.Corp.), Tamil Nadu 636007",086819 87764,http://theinvestguru.in/,4.9,33.0,Online Share Trading Center,,,,,,
Salem,Tamil Nadu,SHARE MARKET ZEBU SHARES,"No 30 A, Base Floor, Junction Main Rd, Mullai Nagar, Suramangalam, Salem, Tamil Nadu 636005",096151 51961,http://www.zebuetrade.com/,4.5,17.0,Stock broker,,,,,,
Salem,Tamil Nadu,"NAVIIN, Akshaya stocks & shares, mutual funds, currency exchange, money transfer","FIRST FLOOR, 1/31-A, Anna Salai, Swarnapuri, Salem, Tamil Nadu 636004",098427 44955,,5.0,25.0,Online Share Trading Center,,,,,,
Salem,Tamil Nadu,Goodwill Wealth Management Pvt Ltd (KOVAI-SALEM),"1st Floor, No 4/250, Sarada College Rd, opposite to Indian medical association hall, Salem, Tamil Nadu 636016",044 6900 9757,https://www.gwcindia.in/branch-stock-broker-Salem-Saradha-College-Main-Road,4.7,92.0,Stock broker,tnslmgmb@gwcindia.in,+91 8012278000,https://www.facebook.com/gwcindia,https://www.instagram.com/goodwill_wealth_management/,https://www.linkedin.com/company/goodwill-wealth-management/,https://www.youtube.com/c/GoodWillwealthmanagementpvtltd
Salem,Tamil Nadu,NXTGEN TRADING ACADEMY,,095008 22841,https://nxtgentradingacademy.com/,5.0,3.0,Corporate office,,,,,,
Salem,Tamil Nadu,Goodwill Wealth Management Pvt Ltd (Salem),"3 rd Floor, kalliapillai Thoppu, Door No 2 to 8, MNJ Complex, SKS Hospital Rd, opp. Ponnusamy kalyanamandapam, Salem, Tamil Nadu 636004",044 6900 9743,https://www.gwcindia.in/branch-stock-broker-Salem-Kalliapillai-Thoppu,5.0,41.0,Stock broker,salemgmb@gwcindia.in,+91 8012278000,https://www.facebook.com/gwcindia,https://www.instagram.com/goodwill_wealth_management/,https://www.linkedin.com/company/goodwill-wealth-management/,https://www.youtube.com/c/GoodWillwealthmanagementpvtltd
Salem,Tamil Nadu,ELITE TRADING ACADEMY,,085938 57925,https://elitetradingacademy.in/,5.0,1.0,Educational institution,,,,,,
Salem,Tamil Nadu,Sky Commodities India Pvt Ltd,"37/119 MR Complex 1st Floor, Advaitha Ashram Rd, Fairlands, Salem, Tamil Nadu 636016",0427 404 1684,,3.8,4.0,Online Share Trading Center,,,,,,
Salem,Tamil Nadu,Choice Equity Broking Pvt. Ltd - Salem,"2nd Floor, Divya Towers, Fort Main Rd, Shevapet, Salem (M.Corp.), Tamil Nadu 636002",098946 07868,https://choiceindia.com/contact-us/tamil-nadu/salem/choice-broking-stock-broker-shevapet-636001?utm_source=demat_lead_generation&utm_medium=gmb_salem_shevapet&utm_campaign=GMB,4.7,9.0,Stock broker,grievance@choiceinsurance.in,7418599132,https://www.facebook.com/1367598375560946/posts/1413816294272487,https://instagram.com/choicehq_social,https://in.linkedin.com/company/choice-hq,https://www.youtube.com/c/ChoiceHQ
Salem,Tamil Nadu,Livewire,"Mullvadygate bus stop, 272-c, Cherry Rd, near to SKB book shop, Mullvadygate, Salem, Tamil Nadu 636001",098427 45854,http://www.livewireindia.com/,4.5,648.0,Software Training Institute,,+919884385024,https://www.facebook.com/LivewireEducation/,https://www.instagram.com/livewire_training_institute/,https://www.linkedin.com/company/livewire-india,https://www.youtube.com/watch?v=xKdnkWPhfH8&amp;list=PLFB7wm5yhgEQXHtLDrLlpE63o_AsAnFDr&amp;index=10
Salem,Tamil Nadu,VR SOFT TECH,"66/1,2nd Floor, Indra Nagar, Bangalore Bye Pass Rd, opp. Sri Gokulam Speciality Hospital, Salem, Tamil Nadu 636004",087787 31770,https://www.vrsofttech.in/,5.0,205.0,Software Training Institute,contact@gmail.com,9951414546,https://www.facebook.com/vrsofttech.official/,https://www.instagram.com/vr_soft_tech/,https://in.linkedin.com/company/vr-soft-tech,https://www.youtube.com/channel/UCSasZrK9mh-AjjslrC_N0aA
Salem,Tamil Nadu,AXN Infotech Pvt Ltd,"125/1, 1st floor, Shree Sai Complex, Omalur Main Rd, near Anna Park, Salem (M.Corp.), Tamil Nadu 636007",097876 33633,http://www.axninfotech.in/,4.9,1100.0,Software company,info@axninfotech.com,7496969728,https://www.facebook.com/axninfotech/,https://www.instagram.com/axninfotechofficial,https://www.linkedin.com/company/axninfotech/,https://www.youtube.com/@axninfotech
Salem,Tamil Nadu,ALBN SECURITIES PRIVATE LIMITED,"6th Cross, Kasakaranur Main Rd, Salem, Tamil Nadu 636005",099445 11786,https://www.albnsecurities.com/,,,Training center,,,,,,
Salem,Tamil Nadu,IIFL Capital Services Ltd.,"No 4/2B, 1st Floor Saradha college main, road, above Woodland Showroom, Alagapuram Periyaputhur, Salem, Tamil Nadu 636016",0427 455 4105,https://locate-us.iiflcapital.com/iifl-capital-services-ltd-salem-alagapuram-financial-institutions-alagapuram-salem-436994/Home,2.9,8.0,Stock broker,gunasekaran@iifl.com,7229454497,https://www.facebook.com/112722945449757_1245469574418363,https://www.instagram.com/iiflcapital/,https://www.linkedin.com/company/iiflcapital/,https://www.youtube.com/channel/UCCn29FCXjU88N4B3Kq3kR4w
Salem,Tamil Nadu,Angel One Ltd. - M K Saranya,"1st Floor, 202, Main Road, near Holy Angels School, Alagapuram Periyaputhur, Salem, Tamil Nadu 636016",079 4749 5171,https://stockbroker.angelone.in/angel-one-ltd-m-k-saranya-stock-broker-alagapuram-periyaputhur-salem-460095/Home?utm_source=locator&utm_medium=googleplaces,,,Stock broker,saranyamk91@gmail.com,7111022354,https://www.facebook.com/711102235420660,,,
Tirunelveli,Tamil Nadu,Share Certificate - Demat Conversion,"opp. to Alagar Jewellers, Murugankurichi, Palayamkottai, Tirunelveli, Tamil Nadu 627002",082200 69515,,4.8,134.0,Stock broker,,,,,,
Tirunelveli,Tamil Nadu,Angel One Ltd. - Sky High Finvest,"No 69, Balaji Avenue, 4th Cross St, near Ram Muthuram Cinema, Thachanallur, Tirunelveli, Tamil Nadu 627358",080 3746 9924,https://stockbroker.angelone.in/angel-one-ltd-sky-high-finvest-stock-broker-thachanallur-tirunelveli-371398/Home?utm_source=locator&utm_medium=googleplaces,5.0,43.0,Stock broker,akhilashivan1991@gmail.com,7111022354,https://www.facebook.com/711102235420660,,,
Tirunelveli,Tamil Nadu,Angel One Ltd. - K Esai Anantham,"1st Floor, Mani Complex, D No 122A/2/1, Trivandrum Rd, opposite to Voc Children's Park, Palayamkottai, Tirunelveli, Tamil Nadu 627002",080 3760 3671,https://stockbroker.angelone.in/angel-one-ltd-k-esai-anantham-stock-broker-palayamkottai-tirunelveli-372124/Home?utm_source=locator&utm_medium=googleplaces,4.8,177.0,Stock broker,ganeashsiva98@gmail.com,7111022354,https://www.facebook.com/711102235420660,,,
Tirunelveli,Tamil Nadu,Dhatchan Academy,"Shah complex, S5/ #43, Trivandrum Rd, Palayamkottai, Tamil Nadu 627002",093458 15366,http://dhatchan.com/,4.9,1100.0,Software Training Institute,,7300936750,https://www.facebook.com/dhatchanacademy/,https://www.instagram.com/dhatchan_academy/,https://in.linkedin.com/company/dhatchan-academy,
Tirunelveli,Tamil Nadu,Goodwill Commodities,"24 B/3-6 First floor Udhuman complex, Swami Nellaiappar High Rd, near Central theater, Tirunelveli, Tamil Nadu 627011",080125 77742,http://www.gwcindia.in/,5.0,3.0,Online Share Trading Center,noreply@gwcindia.com,+91 8012278000,https://www.facebook.com/gwcindia,https://www.instagram.com/goodwill_wealth_management/,https://www.linkedin.com/company/goodwill-wealth-management/,https://www.youtube.com/c/GoodWillwealthmanagementpvtltd
Tirunelveli,Tamil Nadu,Spice Institute Authorized Tally Training Centre,"263A, Tiruchendur Main Rd, Murugankurichi, Tirunelveli, Tamil Nadu 627002",098947 33401,https://www.instagram.com/spicecnc_tirunelveli,4.9,1200.0,Software Training Institute,,,,,,
Tirunelveli,Tamil Nadu,Angel One Ltd. - Antony,"First floor, 158/1, Kurichi Road, near Indian oil petrol bunk, Melapalayam, Tirunelveli, Tamil Nadu 627005",080 3746 9919,https://stockbroker.angelone.in/angel-one-ltd-antony-stock-broker-melapalayam-tirunelveli-371322/Home?utm_source=locator&utm_medium=googleplaces,5.0,299.0,Stock broker,ganeashsiva98@gmail.com,7111022354,https://www.facebook.com/711102235420660,,,
Tirunelveli,Tamil Nadu,Eddytech Technologies,"Rajarajeshwari nagar, Tirunelveli, Tamil Nadu 627007",075502 85311,http://www.eddytech.in/,4.9,77.0,Training center,,,,,,
Tirunelveli,Tamil Nadu,Goodwill Wealth Management Pvt Ltd (S N High Road),"No :24b/3-6, First Floor, Udhuman Complex, Swami Nellaiappar High Rd, near Central Theatre, Tirunelveli, Tamil Nadu 627001",089396 67999,https://gwcindia.in/,5.0,5.0,Stock broker,noreply@gwcindia.com,+91 8012278000,https://www.facebook.com/gwcindia,https://www.instagram.com/goodwill_wealth_management/,https://www.linkedin.com/company/goodwill-wealth-management/,https://www.youtube.com/c/GoodWillwealthmanagementpvtltd
Tirunelveli,Tamil Nadu,"Francis Xavier Engineering College, Tirunelveli","103/G2, Bypass Road, Vannarpettai, Tirunelveli, Tamil Nadu 627003",099429 78482,http://www.francisxavier.ac.in/,4.2,799.0,Educational institution,principal@francisxavier.ac.in,8948529780,https://www.facebook.com/fxengg/,https://www.instagram.com/fx_ec,https://www.linkedin.com/school/fxengg,https://www.youtube.com/watch?v=NPGNY9tpUFs
Tirunelveli,Tamil Nadu,NELLAI CAPITAL MARKET SERVICES,"PPP6 677, Balabagya Nagar South, Tirunelveli Junction, Tirunelveli, Tamil Nadu 627001",0462 233 3383,,4.0,7.0,Stock broker,,,,,,
Tirunelveli,Tamil Nadu,SRI Ramdev Trading,"16th Cross St, VOC St, Thirunagar, Tirunelveli Junction, Tirunelveli, Tamil Nadu 627006",099523 20756,,,,Training center,,,,,,
Erode,Tamil Nadu,Skandha Trading Consultancy,"23, Pavalam St, Municipal Colony, Erode, Tamil Nadu 638004",099444 61324,https://skandhatrade.com/,4.7,283.0,Training center,info@skandhatrade.com,6406933423,https://facebook.com/skandha.consultancy.9,https://www.instagram.com/p/CG6m8thDdlB/?igshid=utuyyphkus2d,,https://www.youtube.com/c/SkandhaTradingConsultancy
